"cue","target","normed","proportion"
"</html>",NA,NA,NA
"pack","back","YES",0.176
"pack","suitcase","YES",0.095
"pack","bag","YES",0.061
"pack","leave","YES",0.054
"pack","trip","YES",0.047
"pack","six","YES",0.041
"pack","stuff","YES",0.034
"pack","luggage","YES",0.027
"pack","lunch","YES",0.027
"pack","rat","YES",0.027
"pack","stack","YES",0.027
"pack","box","YES",0.02
"pack","clothes","YES",0.02
"pack","move","YES",0.02
"pack","save","YES",0.02
"pack","up","YES",0.02
"pack","vacation","YES",0.02
"pack","carry","YES",0.014
"pack","gather","YES",0.014
"pack","soda","YES",0.014
"pack","store","YES",0.014
"pack","travel","YES",0.014
"pack","unpack","NO",0.014
"package","box","YES",0.19
"package","present","YES",0.141
"package","gift","YES",0.092
"package","mail","YES",0.07
"package","ups","NO",0.042
"package","wrap","YES",0.042
"package","deliver","YES",0.035
"package","send","YES",0.035
"package","christmas","YES",0.028
"package","parcel","YES",0.028
"package","brown","YES",0.021
"package","big","YES",0.014
"package","bomb","YES",0.014
"package","deal","YES",0.014
"package","envelope","YES",0.014
"package","open","YES",0.014
"package","paper","YES",0.014
"package","ship","YES",0.014
"package","store","YES",0.014
"pad","paper","YES",0.345
"pad","pen","YES",0.122
"pad","pencil","YES",0.095
"pad","write","YES",0.061
"pad","cushion","YES",0.047
"pad","notebook","YES",0.047
"pad","apartment","YES",0.034
"pad","soft","YES",0.027
"pad","mattress","YES",0.02
"pad","period","YES",0.02
"pad","cover","YES",0.014
"pad","house","YES",0.014
"pad","seat","YES",0.014
"padding","bra","YES",0.163
"padding","cushion","YES",0.157
"padding","soft","YES",0.105
"padding","bed","YES",0.059
"padding","carpet","YES",0.039
"padding","football","YES",0.026
"padding","pillow","YES",0.026
"padding","protection","YES",0.026
"padding","seat","YES",0.026
"padding","shoulder","YES",0.026
"padding","foam","YES",0.02
"padding","stuffing","NO",0.02
"padding","cell","YES",0.013
"padding","comfort","YES",0.013
"padding","diaper","YES",0.013
"padding","shirt","YES",0.013
"paddle","boat","YES",0.297
"paddle","oar","YES",0.108
"paddle","canoe","YES",0.088
"paddle","spank","YES",0.068
"paddle","hit","YES",0.061
"paddle","row","YES",0.061
"paddle","ball","YES",0.02
"paddle","hurt","YES",0.02
"paddle","punishment","YES",0.02
"paddle","childhood","NO",0.014
"paddle","smack","NO",0.014
"paddle","stroke","YES",0.014
"paddle","swim","YES",0.014
"paddle","whip","YES",0.014
"paddy","wagon","YES",0.23
"paddy","cake","YES",0.105
"paddy","hamburger","YES",0.066
"paddy","cushion","YES",0.039
"paddy","rice","YES",0.039
"paddy","soft","YES",0.039
"paddy","cow","YES",0.033
"paddy","daddy","NO",0.033
"paddy","meat","YES",0.026
"paddy","boat","YES",0.02
"paddy","irish","NO",0.02
"paddy","murphy","NO",0.02
"paddy","bear","YES",0.013
"paddy","comfortable","YES",0.013
"paddy","pad","YES",0.013
"paddy","person","YES",0.013
"paddy","waddle","NO",0.013
"page","book","YES",0.452
"page","paper","YES",0.137
"page","turn","YES",0.075
"page","number","YES",0.062
"page","call","YES",0.041
"page","white","YES",0.027
"page","read","YES",0.021
"page","chapter","YES",0.014
"page","one","YES",0.014
"page","word","YES",0.014
"pail","bucket","YES",0.5
"pail","water","YES",0.231
"pail","shovel","YES",0.096
"pail","pan","YES",0.019
"pail","white","YES",0.019
"pail","paint","YES",0.013
"pail","sand","YES",0.013
"pain","hurt","YES",0.551
"pain","agony","YES",0.032
"pain","back","YES",0.032
"pain","headache","YES",0.032
"pain","ouch","YES",0.032
"pain","suffer","NO",0.026
"pain","dull","YES",0.019
"pain","killer","YES",0.019
"pain","ache","YES",0.013
"pain","fear","YES",0.013
"pain","feeling","YES",0.013
"pain","head","YES",0.013
"pain","pleasure","YES",0.013
"paint","brush","YES",0.327
"paint","draw","YES",0.127
"paint","color","YES",0.121
"paint","house","YES",0.055
"paint","wet","YES",0.042
"paint","picture","YES",0.036
"paint","red","YES",0.024
"paint","wall","YES",0.024
"paint","art","YES",0.018
"paint","blue","YES",0.018
"paint","white","YES",0.018
"paint","work","YES",0.018
"paint","artist","YES",0.012
"paint","can","YES",0.012
"paint","smell","YES",0.012
"paint","spray","YES",0.012
"painter","artist","YES",0.204
"painter","brush","YES",0.118
"painter","paint","YES",0.092
"painter","house","YES",0.079
"painter","art","YES",0.066
"painter","davinci","NO",0.026
"painter","hat","YES",0.026
"painter","wall","YES",0.026
"painter","canvas","YES",0.02
"painter","cap","YES",0.02
"painter","color","YES",0.02
"painter","messy","YES",0.02
"painter","picture","YES",0.02
"painter","van gogh","NO",0.02
"painter","artistic","NO",0.013
"painter","carpenter","YES",0.013
"painter","job","YES",0.013
"painter","labor","YES",0.013
"painter","ladder","YES",0.013
"painter","overalls","NO",0.013
"painter","pants","YES",0.013
"painter","red","YES",0.013
"painter","roofer","NO",0.013
"painting","art","YES",0.279
"painting","picture","YES",0.102
"painting","brush","YES",0.068
"painting","drawing","YES",0.068
"painting","artist","YES",0.061
"painting","wall","YES",0.054
"painting","color","YES",0.048
"painting","oil","YES",0.041
"painting","paint","YES",0.034
"painting","house","YES",0.027
"painting","canvas","YES",0.014
"painting","easel","NO",0.014
"painting","frame","YES",0.014
"painting","mona lisa","NO",0.014
"painting","photo","YES",0.014
"painting","picasso","NO",0.014
"painting","portrait","YES",0.014
"painting","sculpture","YES",0.014
"pair","two","YES",0.456
"pair","shoes","YES",0.208
"pair","gloves","YES",0.067
"pair","couple","YES",0.047
"pair","socks","YES",0.04
"pair","single","YES",0.02
"pair","twin","YES",0.02
"pair","ice","YES",0.013
"pair","match","YES",0.013
"pajamas","sleep","YES",0.359
"pajamas","nightgown","YES",0.16
"pajamas","bed","YES",0.135
"pajamas","night","YES",0.045
"pajamas","nightie","NO",0.032
"pajamas","underwear","YES",0.026
"pajamas","flannel","YES",0.019
"pajamas","housecoat","NO",0.019
"pajamas","nighttime","NO",0.019
"pajamas","t-shirt","NO",0.019
"pajamas","bed clothes","NO",0.013
"pajamas","gown","YES",0.013
"pajamas","party","YES",0.013
"pajamas","robe","YES",0.013
"pajamas","wear","YES",0.013
"pal","friend","YES",0.772
"pal","buddy","YES",0.124
"pal","pen","YES",0.034
"pal","enemy","YES",0.014
"palace","castle","YES",0.258
"palace","king","YES",0.159
"palace","kingdom","YES",0.056
"palace","queen","YES",0.056
"palace","mansion","YES",0.048
"palace","home","YES",0.04
"palace","guard","YES",0.024
"palace","house","YES",0.024
"palace","royalty","YES",0.024
"palace","beautiful","YES",0.016
"palace","dance","YES",0.016
"palace","large","YES",0.016
"palace","prince","YES",0.016
"palace","royal","YES",0.016
"pale","white","YES",0.483
"pale","sick","YES",0.087
"pale","tan","YES",0.054
"pale","face","YES",0.04
"pale","dark","YES",0.034
"pale","skin","YES",0.034
"pale","dead","YES",0.02
"pale","light","YES",0.02
"pale","color","YES",0.013
"pale","ghastly","NO",0.013
"pale","ghost","YES",0.013
"pale","yellow","YES",0.013
"palm","hand","YES",0.468
"palm","tree","YES",0.254
"palm","reader","YES",0.048
"palm","sunday","YES",0.04
"palm","beach","YES",0.016
"palm","calm","YES",0.016
"palm","finger","YES",0.016
"palm","sweat","YES",0.016
"pan","pot","YES",0.351
"pan","cook","YES",0.155
"pan","fry","YES",0.128
"pan","handle","YES",0.041
"pan","stove","YES",0.041
"pan","pizza","YES",0.034
"pan","skillet","YES",0.027
"pan","dish","YES",0.02
"pan","egg","YES",0.02
"pan","food","YES",0.014
"pan","iron","YES",0.014
"pan","peter","NO",0.014
"pan","water","YES",0.014
"pancakes","syrup","YES",0.417
"pancakes","waffles","YES",0.126
"pancakes","breakfast","YES",0.118
"pancakes","food","YES",0.063
"pancakes","eat","YES",0.031
"pancakes","flapjacks","NO",0.031
"pancakes","butter","YES",0.024
"pancakes","batter","NO",0.016
"pancakes","eggs","YES",0.016
"pancakes","fat","YES",0.016
"pane","window","YES",0.833
"pane","glass","YES",0.051
"pane","hurt","YES",0.014
"panel","wood","YES",0.149
"panel","wall","YES",0.122
"panel","board","YES",0.115
"panel","judges","NO",0.074
"panel","people","YES",0.074
"panel","group","YES",0.041
"panel","council","NO",0.02
"panel","door","YES",0.02
"panel","guests","NO",0.02
"panel","house","YES",0.02
"panel","side","YES",0.02
"panel","discussion","YES",0.014
"panel","experts","NO",0.014
"panel","instruments","NO",0.014
"panel","jury","YES",0.014
"panel","siding","YES",0.014
"panel","truck","YES",0.014
"panic","scared","YES",0.15
"panic","fear","YES",0.109
"panic","attack","YES",0.041
"panic","worry","YES",0.041
"panic","freak","YES",0.034
"panic","frenzy","NO",0.034
"panic","nervous","YES",0.034
"panic","run","YES",0.034
"panic","calm","YES",0.027
"panic","fright","YES",0.02
"panic","hurry","YES",0.02
"panic","stress","YES",0.02
"panic","stricken","NO",0.02
"panic","ants","NO",0.014
"panic","anxiety","YES",0.014
"panic","danger","YES",0.014
"panic","fire","YES",0.014
"panic","food","YES",0.014
"panic","help","YES",0.014
"panic","scream","YES",0.014
"panic","sweat","YES",0.014
"panic","tense","YES",0.014
"panther","cat","YES",0.386
"panther","animal","YES",0.107
"panther","black","YES",0.102
"panther","tiger","YES",0.096
"panther","pink","YES",0.076
"panther","leopard","YES",0.03
"panther","lion","YES",0.03
"panther","cougar","YES",0.025
"panther","awesome","YES",0.015
"panther","endangered","NO",0.015
"panther","cheetah","NO",0.01
"panther","feline","NO",0.01
"panther","prowl","NO",0.01
"panther","stalk","YES",0.01
"pants","shirt","YES",0.185
"pants","jeans","YES",0.136
"pants","shorts","YES",0.071
"pants","legs","YES",0.06
"pants","tight","YES",0.054
"pants","long","YES",0.049
"pants","skirt","YES",0.038
"pants","wear","YES",0.038
"pants","clothes","YES",0.033
"pants","man","YES",0.033
"pants","suit","YES",0.027
"pants","off","YES",0.022
"pants","shoes","YES",0.022
"pants","blue","YES",0.016
"pants","zipper","YES",0.016
"pants","belt","YES",0.011
"pants","down","YES",0.011
"pants","dress","YES",0.011
"pants","levi's","NO",0.011
"pants","red","YES",0.011
"pants","slacks","YES",0.011
"pants","top","YES",0.011
"pantyhose","legs","YES",0.252
"pantyhose","run","YES",0.15
"pantyhose","stocking","YES",0.082
"pantyhose","woman","YES",0.061
"pantyhose","girl","YES",0.041
"pantyhose","nylons","YES",0.034
"pantyhose","dress","YES",0.027
"pantyhose","sexy","YES",0.027
"pantyhose","tights","NO",0.027
"pantyhose","brown","YES",0.02
"pantyhose","feminine","NO",0.02
"pantyhose","clothes","YES",0.014
"pantyhose","garter","NO",0.014
"pantyhose","raid","NO",0.014
"pantyhose","skirt","YES",0.014
"pantyhose","socks","YES",0.014
"pantyhose","tan","YES",0.014
"pantyhose","uncomfortable","YES",0.014
"paper","pen","YES",0.3
"paper","pencil","YES",0.161
"paper","write","YES",0.144
"paper","wood","YES",0.044
"paper","book","YES",0.039
"paper","chase","YES",0.033
"paper","ink","YES",0.028
"paper","tree","YES",0.028
"paper","clip","NO",0.022
"paper","school","YES",0.017
"paper","white","YES",0.017
"paper","bag","YES",0.011
"paper","sheet","YES",0.011
"paper","weight","YES",0.011
"paper","wrap","YES",0.011
"paper towel","napkin","YES",0.233
"paper towel","clean","YES",0.113
"paper towel","bounty","YES",0.067
"paper towel","mess","YES",0.067
"paper towel","wipe","YES",0.06
"paper towel","dry","YES",0.053
"paper towel","kitchen","YES",0.053
"paper towel","roll","YES",0.04
"paper towel","tissue","YES",0.033
"paper towel","hands","YES",0.027
"paper towel","holder","YES",0.027
"paper towel","wet","YES",0.027
"paper towel","toilet paper","NO",0.02
"paper towel","absorb","NO",0.013
"paper towel","spill","YES",0.013
"paper towel","water","YES",0.013
"paperclip","paper","YES",0.314
"paperclip","staple","YES",0.229
"paperclip","metal","YES",0.092
"paperclip","hold","YES",0.059
"paperclip","pencil","YES",0.026
"paperclip","fasten","YES",0.02
"paperclip","attach","YES",0.013
"paperclip","desk","YES",0.013
"paperclip","office","YES",0.013
"paperclip","pen","YES",0.013
"paperclip","together","YES",0.013
"parade","float","YES",0.115
"parade","band","YES",0.074
"parade","march","YES",0.068
"parade","people","YES",0.047
"parade","clowns","NO",0.041
"parade","fun","YES",0.041
"parade","holiday","YES",0.034
"parade","music","YES",0.034
"parade","celebration","YES",0.027
"parade","circus","YES",0.027
"parade","festival","YES",0.027
"parade","noise","YES",0.027
"parade","party","YES",0.027
"parade","drum","YES",0.02
"parade","cars","NO",0.014
"parade","colors","NO",0.014
"parade","crowd","YES",0.014
"parade","disney","NO",0.014
"parade","flag","YES",0.014
"parade","homecoming","NO",0.014
"parade","horse","YES",0.014
"parade","hot","YES",0.014
"parade","july","NO",0.014
"parade","magazine","YES",0.014
"parade","town","YES",0.014
"paradise","island","YES",0.272
"paradise","heaven","YES",0.172
"paradise","hawaii","YES",0.053
"paradise","lost","YES",0.04
"paradise","vacation","YES",0.04
"paradise","beach","YES",0.033
"paradise","bahamas","NO",0.02
"paradise","palm","YES",0.02
"paradise","tropical","YES",0.02
"paradise","utopia","NO",0.02
"paradise","water","YES",0.02
"paradise","city","YES",0.013
"paradise","dream","YES",0.013
"paradise","fantasy","YES",0.013
"paradise","found","YES",0.013
"paradise","fun","YES",0.013
"paradise","jamaica","NO",0.013
"paradise","lake","YES",0.013
"paradise","love","YES",0.013
"paradise","trees","YES",0.013
"paragraph","sentence","YES",0.221
"paragraph","essay","YES",0.091
"paragraph","paper","YES",0.091
"paragraph","words","YES",0.078
"paragraph","write","YES",0.065
"paragraph","english","YES",0.058
"paragraph","story","YES",0.058
"paragraph","long","YES",0.045
"paragraph","phrase","YES",0.032
"paragraph","writing","YES",0.032
"paragraph","read","YES",0.026
"paragraph","indent","NO",0.013
"paragraph","letter","YES",0.013
"paragraph","line","YES",0.013
"paragraph","page","YES",0.013
"paragraph","short","YES",0.013
"paragraph","statement","YES",0.013
"parcel","package","YES",0.384
"parcel","post","YES",0.073
"parcel","mail","YES",0.066
"parcel","ups","NO",0.066
"parcel","box","YES",0.053
"parcel","stamp","YES",0.033
"parcel","bag","YES",0.026
"parcel","piece","YES",0.026
"parcel","gift","YES",0.02
"parcel","postage","YES",0.02
"parcel","land","YES",0.013
"parcel","pickup","NO",0.013
"parcel","post office","NO",0.013
"parcel","umbrella","YES",0.013
"parched","thirsty","YES",0.463
"parched","dry","YES",0.163
"parched","burn","YES",0.054
"parched","water","YES",0.041
"parched","bird","YES",0.027
"parched","desert","YES",0.014
"parched","tired","YES",0.014
"pardon","excuse","YES",0.348
"pardon","me","YES",0.163
"pardon","forgive","YES",0.149
"pardon","release","YES",0.028
"pardon","governor","YES",0.021
"pardon","burp","NO",0.014
"pardon","grant","YES",0.014
"pardon","manners","YES",0.014
"pardon","nice","YES",0.014
"pardon","prisoner","YES",0.014
"pardon","sorry","YES",0.014
"parent","child","YES",0.23
"parent","mother","YES",0.214
"parent","father","YES",0.119
"parent","guardian","YES",0.063
"parent","mom","YES",0.063
"parent","adult","YES",0.024
"parent","authority","YES",0.024
"parent","relative","YES",0.024
"parent","teacher","YES",0.024
"parent","sister","YES",0.016
"parents","love","YES",0.123
"parents","children","YES",0.089
"parents","family","YES",0.082
"parents","mom","YES",0.075
"parents","adults","YES",0.041
"parents","guardians","NO",0.041
"parents","annoy","YES",0.034
"parents","dad","YES",0.027
"parents","friends","YES",0.027
"parents","grandparents","YES",0.027
"parents","caring","YES",0.021
"parents","folks","NO",0.021
"parents","money","YES",0.021
"parents","mother","YES",0.021
"parents","authority","YES",0.014
"parents","good","YES",0.014
"parents","kids","YES",0.014
"parents","pain","YES",0.014
"parents","people","YES",0.014
"parents","respect","YES",0.014
"parents","support","YES",0.014
"parents","understand","YES",0.014
"paris","france","YES",0.459
"paris","eiffel tower","NO",0.068
"paris","city","YES",0.054
"paris","french","YES",0.034
"paris","london","YES",0.034
"paris","love","YES",0.034
"paris","romance","YES",0.034
"paris","vacation","YES",0.027
"paris","fun","YES",0.02
"paris","cry","YES",0.014
"paris","europe","YES",0.014
"paris","plaster","YES",0.014
"paris","romantic","YES",0.014
"paris","rome","NO",0.014
"paris","trip","YES",0.014
"park","tree","YES",0.115
"park","car","YES",0.108
"park","bench","YES",0.081
"park","playground","YES",0.068
"park","stop","YES",0.061
"park","swing","YES",0.061
"park","drive","YES",0.047
"park","picnic","YES",0.041
"park","grass","YES",0.034
"park","zoo","YES",0.034
"park","lake","YES",0.027
"park","place","YES",0.027
"park","play","YES",0.027
"park","amusement","NO",0.02
"park","recreation","YES",0.02
"park","ride","YES",0.02
"park","sit","YES",0.02
"park","avenue","YES",0.014
"park","lot","YES",0.014
"park","museum","YES",0.014
"park","state","YES",0.014
"parking","lot","YES",0.247
"parking","car","YES",0.205
"parking","ticket","YES",0.11
"parking","stop","YES",0.082
"parking","sticker","YES",0.048
"parking","space","YES",0.041
"parking","permit","YES",0.034
"parking","garage","YES",0.027
"parking","decal","NO",0.021
"parking","drive","YES",0.021
"parking","spot","YES",0.021
"parking","tow","YES",0.014
"parkway","cars","NO",0.144
"parkway","driveway","YES",0.111
"parkway","street","YES",0.098
"parkway","drive","YES",0.072
"parkway","road","YES",0.065
"parkway","highway","YES",0.052
"parkway","boulevard","YES",0.033
"parkway","freeway","YES",0.033
"parkway","park","YES",0.033
"parkway","interstate","YES",0.026
"parkway","boardwalk","NO",0.013
"parkway","lot","YES",0.013
"parkway","miramak","NO",0.013
"parkway","traffic","YES",0.013
"parrot","bird","YES",0.628
"parrot","talk","YES",0.11
"parrot","green","YES",0.028
"parrot","cracker","YES",0.021
"parrot","mimic","YES",0.021
"parrot","ape","YES",0.014
"parrot","color","YES",0.014
"parrot","parakeet","NO",0.014
"parrot","pirate","YES",0.014
"parsley","green","YES",0.141
"parsley","flakes","YES",0.074
"parsley","seasoning","YES",0.06
"parsley","decoration","YES",0.054
"parsley","food","YES",0.054
"parsley","spice","YES",0.047
"parsley","oregano","YES",0.04
"parsley","lettuce","YES",0.034
"parsley","herb","YES",0.027
"parsley","leaf","YES",0.027
"parsley","plate","YES",0.027
"parsley","salad","YES",0.027
"parsley","spaghetti","YES",0.02
"parsley","vegetable","YES",0.02
"parsley","basil","NO",0.013
"parsley","breath","YES",0.013
"parsley","broccoli","YES",0.013
"parsley","chef","YES",0.013
"parsley","cilantro","NO",0.013
"parsley","cooking","YES",0.013
"parsley","dinner","YES",0.013
"parsley","garnish","NO",0.013
"parsley","ingredient","NO",0.013
"parsley","pasta","YES",0.013
"parsley","restaurant","YES",0.013
"parsley","sage","YES",0.013
"parsley","sauce","YES",0.013
"parsley","smell","YES",0.013
"parsley","yuck","YES",0.013
"part","piece","YES",0.264
"part","whole","YES",0.142
"part","half","YES",0.095
"part","hair","YES",0.088
"part","play","YES",0.061
"part","car","YES",0.041
"part","portion","YES",0.027
"part","role","NO",0.027
"part","some","YES",0.027
"part","all","YES",0.02
"part","separate","YES",0.02
"part","split","YES",0.02
"part","auto","YES",0.014
"part","divide","YES",0.014
"part","leave","YES",0.014
"part","of","NO",0.014
"part","section","YES",0.014
"participate","join","YES",0.186
"participate","do","YES",0.076
"participate","involve","NO",0.069
"participate","help","YES",0.055
"participate","active","YES",0.048
"participate","play","YES",0.034
"participate","enter","YES",0.028
"participate","talk","YES",0.028
"participate","cooperate","NO",0.021
"participate","engage","YES",0.021
"participate","enjoy","YES",0.021
"participate","game","YES",0.021
"participate","include","NO",0.021
"participate","part","YES",0.021
"participate","partake","NO",0.021
"participate","say","YES",0.021
"participate","work","YES",0.021
"participate","answer","YES",0.014
"participate","endure","NO",0.014
"participate","interact","NO",0.014
"participate","socialize","NO",0.014
"partner","friend","YES",0.352
"partner","mate","YES",0.068
"partner","sex","YES",0.054
"partner","spouse","YES",0.047
"partner","buddy","YES",0.041
"partner","companion","YES",0.027
"partner","pal","YES",0.027
"partner","boy","YES",0.02
"partner","love","YES",0.02
"partner","lover","YES",0.02
"partner","couple","YES",0.014
"partner","crime","YES",0.014
"partner","dance","YES",0.014
"partner","girl","YES",0.014
"partner","guy","YES",0.014
"partner","man","YES",0.014
"partner","single","YES",0.014
"party","fun","YES",0.196
"party","animal","YES",0.158
"party","beer","YES",0.076
"party","hardy","YES",0.065
"party","drink","YES",0.06
"party","cake","YES",0.033
"party","time","YES",0.033
"party","naked","NO",0.022
"party","yes","YES",0.022
"party","dance","YES",0.016
"party","go","YES",0.016
"party","good","YES",0.016
"party","night","YES",0.016
"party","now","YES",0.016
"party","people","YES",0.016
"party","birthday","YES",0.011
"party","down","YES",0.011
"party","drunk","YES",0.011
"party","favor","YES",0.011
"party","friend","YES",0.011
"party","music","YES",0.011
"party","wasted","YES",0.011
"pass","fail","YES",0.25
"pass","go","YES",0.122
"pass","out","YES",0.061
"pass","throw","YES",0.041
"pass","by","NO",0.027
"pass","car","YES",0.027
"pass","football","YES",0.027
"pass","leave","YES",0.027
"pass","highway","YES",0.02
"pass","over","YES",0.02
"pass","accept","YES",0.014
"pass","drive","YES",0.014
"pass","forget","YES",0.014
"pass","freedom","YES",0.014
"pass","miss","YES",0.014
"pass","play","YES",0.014
"pass","port","YES",0.014
"pass","run","YES",0.014
"pass","speed","YES",0.014
"pass","succeed","YES",0.014
"pass out","faint","YES",0.309
"pass out","drunk","YES",0.289
"pass out","alcohol","YES",0.034
"pass out","fall","YES",0.027
"pass out","unconscious","YES",0.027
"pass out","die","YES",0.02
"pass out","bar","YES",0.013
"pass out","beer","YES",0.013
"pass out","hand out","NO",0.013
"pass out","heat","YES",0.013
"pass out","hot","YES",0.013
"pass out","sick","YES",0.013
"pass out","sleep","YES",0.013
"pass out","tired","YES",0.013
"passage","hallway","YES",0.076
"passage","tunnel","YES",0.062
"passage","way","YES",0.062
"passage","book","YES",0.056
"passage","bible","YES",0.049
"passage","read","YES",0.042
"passage","path","YES",0.035
"passage","paragraph","YES",0.028
"passage","trail","YES",0.028
"passage","word","YES",0.028
"passage","corridor","YES",0.021
"passage","doorway","YES",0.021
"passage","entrance","YES",0.021
"passage","maze","YES",0.021
"passage","quote","NO",0.021
"passage","travel","YES",0.021
"passage","cave","YES",0.014
"passage","clear","YES",0.014
"passage","road","YES",0.014
"passage","scripture","NO",0.014
"passage","secret","YES",0.014
"passage","story","YES",0.014
"passage","time","YES",0.014
"passage","to india","NO",0.014
"passage","trip","YES",0.014
"passenger","plane","YES",0.314
"passenger","car","YES",0.222
"passenger","driver","YES",0.124
"passenger","train","YES",0.065
"passenger","bus","YES",0.046
"passenger","ride","YES",0.033
"passenger","seat","YES",0.033
"passenger","pilot","YES",0.026
"passenger","flight","YES",0.02
"passenger","safe","YES",0.013
"passion","love","YES",0.387
"passion","sex","YES",0.127
"passion","lust","YES",0.087
"passion","kiss","YES",0.047
"passion","fruit","YES",0.04
"passion","emotion","YES",0.033
"passion","hot","YES",0.033
"passion","romance","YES",0.033
"passion","liz taylor","NO",0.02
"passion","perfume","YES",0.02
"passion","fulfillment","NO",0.013
"passion","men","YES",0.013
"passive","aggressive","YES",0.216
"passive","active","YES",0.118
"passive","quiet","YES",0.078
"passive","shy","YES",0.072
"passive","calm","YES",0.052
"passive","easy","YES",0.052
"passive","submissive","NO",0.02
"passive","impassive","NO",0.013
"passive","laid back","NO",0.013
"passive","lazy","YES",0.013
"passive","non-violent","NO",0.013
"passive","resistant","NO",0.013
"passive","silent","YES",0.013
"passive","thought","YES",0.013
"passive","voice","YES",0.013
"passive","weak","YES",0.013
"past","present","YES",0.426
"past","future","YES",0.291
"past","history","YES",0.034
"past","memories","YES",0.034
"past","time","YES",0.027
"past","life","YES",0.02
"past","old","YES",0.02
"past","tense","YES",0.02
"past","before","YES",0.014
"past","gone","YES",0.014
"pasta","spaghetti","YES",0.243
"pasta","italian","YES",0.223
"pasta","noodles","YES",0.088
"pasta","sauce","YES",0.074
"pasta","salad","YES",0.068
"pasta","primavera","NO",0.034
"pasta","lasagna","NO",0.027
"pasta","linguini","NO",0.027
"pasta","carbohydrate","NO",0.02
"pasta","italy","NO",0.02
"pasta","meatball","NO",0.014
"pasta","shell","YES",0.014
"pasta","ziti","NO",0.014
"paste","glue","YES",0.63
"paste","sticky","YES",0.126
"paste","tooth","YES",0.094
"paste","tomato","YES",0.047
"pastry","doughnut","YES",0.147
"pastry","sweet","YES",0.1
"pastry","cake","YES",0.08
"pastry","dessert","YES",0.067
"pastry","danish","NO",0.047
"pastry","food","YES",0.047
"pastry","pie","YES",0.047
"pastry","bakery","NO",0.033
"pastry","chef","YES",0.033
"pastry","fat","YES",0.027
"pastry","good","YES",0.027
"pastry","eat","YES",0.02
"pastry","french","YES",0.02
"pastry","poptart","NO",0.02
"pastry","apple","YES",0.013
"pastry","bagel","YES",0.013
"pastry","bread","YES",0.013
"pastry","calories","YES",0.013
"pastry","cannoli","NO",0.013
"pastry","dough","YES",0.013
"pastry","guava","NO",0.013
"pastry","yummy","YES",0.013
"pasture","cow","YES",0.469
"pasture","grass","YES",0.088
"pasture","green","YES",0.088
"pasture","field","YES",0.068
"pasture","farm","YES",0.054
"pasture","graze","YES",0.041
"pasture","horse","YES",0.041
"pasture","meadow","YES",0.041
"pat","touch","YES",0.149
"pat","dog","YES",0.088
"pat","tap","YES",0.081
"pat","hit","YES",0.074
"pat","butter","YES",0.047
"pat","pet","YES",0.047
"pat","back","YES",0.041
"pat","slap","YES",0.034
"pat","stroke","YES",0.034
"pat","head","YES",0.027
"pat","rub","YES",0.027
"pat","answer","YES",0.02
"pat","cat","YES",0.014
"pat","dry","YES",0.014
"pat","girl","YES",0.014
"pat","hug","YES",0.014
"pat","name","YES",0.014
"pat","person","YES",0.014
"pat","shoulder","YES",0.014
"patch","eye","YES",0.118
"patch","fix","YES",0.079
"patch","jeans","YES",0.079
"patch","cabbage","YES",0.066
"patch","hole","YES",0.059
"patch","work","YES",0.046
"patch","bandaid","YES",0.033
"patch","sew","YES",0.033
"patch","quilt","YES",0.026
"patch","cloth","YES",0.02
"patch","pants","YES",0.02
"patch","pumpkin","YES",0.02
"patch","smokers","NO",0.02
"patch","strawberry","YES",0.02
"patch","briar","NO",0.013
"patch","cigarette","YES",0.013
"patch","fog","YES",0.013
"patch","grass","YES",0.013
"patch","pirate","YES",0.013
"patch","stitch","YES",0.013
"patch","up","YES",0.013
"path","road","YES",0.228
"path","trail","YES",0.17
"path","way","YES",0.148
"path","walk","YES",0.091
"path","woods","YES",0.061
"path","follow","YES",0.042
"path","sidewalk","YES",0.03
"path","street","YES",0.024
"path","forest","YES",0.018
"path","bicycle","YES",0.012
"path","grass","YES",0.012
"path","worn","YES",0.012
"patience","virtue","YES",0.198
"patience","calm","YES",0.129
"patience","wait","YES",0.077
"patience","kind","YES",0.057
"patience","time","YES",0.046
"patience","impatience","YES",0.036
"patience","tolerate","NO",0.026
"patience","anger","YES",0.021
"patience","understanding","YES",0.021
"patience","caring","YES",0.015
"patience","father","YES",0.015
"patience","mom","YES",0.015
"patience","quiet","YES",0.015
"patience","slow","YES",0.015
"patience","control","YES",0.01
"patience","diligence","YES",0.01
"patience","doctor","YES",0.01
"patience","good","YES",0.01
"patience","perseverance","NO",0.01
"patience","resist","NO",0.01
"patience","strong","YES",0.01
"patient","doctor","YES",0.365
"patient","hospital","YES",0.169
"patient","calm","YES",0.101
"patient","wait","YES",0.054
"patient","kind","YES",0.047
"patient","sick","YES",0.034
"patient","illness","YES",0.02
"patient","impatient","YES",0.02
"patient","love","YES",0.014
"patient","nurse","YES",0.014
"patio","furniture","YES",0.255
"patio","porch","YES",0.124
"patio","chair","YES",0.085
"patio","pool","YES",0.078
"patio","outside","YES",0.046
"patio","house","YES",0.039
"patio","sun","YES",0.033
"patio","barbecue","YES",0.026
"patio","table","YES",0.026
"patio","deck","YES",0.02
"patio","lanai","NO",0.02
"patio","lounge","YES",0.02
"patio","backyard","NO",0.013
"patio","cool","YES",0.013
